Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Category,Job Type
37.0,Male,Master's,Software Engineer Manager,10.0,150000.0,Regular,Software & IT
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,Regular,Software & IT
50.0,Male,PhD,Project Engineer,18.0,195000.0,Senior,Software & IT
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,Regular,Software & IT
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,Regular,Software & IT
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior,Software & IT
34.0,Male,Master's,Back end Developer,8.0,140000.0,Regular,Software & IT
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,Regular,Software & IT
30.0,Female,Master's,Front end Developer,5.0,105000.0,Regular,Software & IT
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior,Software & IT
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,Regular,Software & IT
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior,Software & IT
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,Regular,Software & IT
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,Regular,Software & IT
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,Regular,Software & IT
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior,Software & IT
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,Regular,Software & IT
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,Regular,Software & IT
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior,Software & IT
34.0,Male,Master's,Back end Developer,8.0,140000.0,Regular,Software & IT
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,Regular,Software & IT
30.0,Female,Master's,Front end Developer,5.0,105000.0,Regular,Software & IT
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior,Software & IT
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,Regular,Software & IT
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior,Software & IT
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,Regular,Software & IT
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,Regular,Software & IT
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,Regular,Software & IT
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior,Software & IT
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,Regular,Software & IT
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,Regular,Software & IT
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior,Software & IT
34.0,Male,Master's,Back end Developer,8.0,140000.0,Regular,Software & IT
46.0,Female,PhD,Project Engineer,16.0,185000.0,Senior,Software & IT
33.0,Male,Bachelor's,Full Stack Engineer,7.0,130000.0,Regular,Software & IT
30.0,Male,Master's,Front end Developer,5.0,105000.0,Regular,Software & IT
50.0,Male,PhD,Software Engineer Manager,20.0,210000.0,Regular,Software & IT
31.0,Male,Bachelor's,Back end Developer,6.0,95000.0,Regular,Software & IT
39.0,Female,Master's,Software Engineer Manager,11.0,170000.0,Regular,Software & IT
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,Regular,Software & IT
44.0,Female,PhD,Project Engineer,16.0,190000.0,Senior,Software & IT
32.0,Male,Master's,Back end Developer,7.0,120000.0,Regular,Software & IT
48.0,Male,PhD,Software Engineer Manager,19.0,200000.0,Regular,Software & IT
30.0,Female,Bachelor's,Full Stack Engineer,5.0,100000.0,Regular,Software & IT
34.0,Male,Master's,Front end Developer,9.0,150000.0,Regular,Software & IT
37.0,Female,Bachelor's,Software Engineer Manager,11.0,170000.0,Regular,Software & IT
26.0,Male,Bachelor's,Back end Developer,2.0,65000.0,Regular,Software & IT
49.0,Female,PhD,Project Engineer,19.0,210000.0,Senior,Software & IT
29.0,Male,Bachelor's,Full Stack Engineer,4.0,90000.0,Regular,Software & IT
41.0,Male,Master's,Software Engineer Manager,14.0,180000.0,Regular,Software & IT
31.0,Female,Bachelor's,Front end Developer,6.0,110000.0,Regular,Software & IT
37.0,Male,Master's,Software Engineer Manager,10.0,150000.0,Regular,Software & IT
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,Regular,Software & IT
50.0,Male,PhD,Project Engineer,18.0,195000.0,Senior,Software & IT
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,Regular,Software & IT
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,Regular,Software & IT
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior,Software & IT
34.0,Male,Master's,Back end Developer,8.0,140000.0,Regular,Software & IT
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,Regular,Software & IT
30.0,Female,Master's,Front end Developer,5.0,105000.0,Regular,Software & IT
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior,Software & IT
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,Regular,Software & IT
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior,Software & IT
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,Regular,Software & IT
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,Regular,Software & IT
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,Regular,Software & IT
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior,Software & IT
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,Regular,Software & IT
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,Regular,Software & IT
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior,Software & IT
34.0,Male,Master's,Back end Developer,8.0,140000.0,Regular,Software & IT
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0,Regular,Software & IT
30.0,Female,Master's,Front end Developer,5.0,105000.0,Regular,Software & IT
50.0,Male,PhD,Project Engineer,19.0,200000.0,Senior,Software & IT
30.0,Male,Bachelor's,Back end Developer,5.0,100000.0,Regular,Software & IT
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0,Regular,Software & IT
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
45.0,Male,PhD,Project Engineer,16.0,185000.0,Senior,Software & IT
29.0,Female,Bachelor's,Front end Developer,4.0,90000.0,Regular,Software & IT
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0,Regular,Software & IT
27.0,Male,Bachelor's,Back end Developer,3.0,80000.0,Regular,Software & IT
49.0,Male,PhD,Project Engineer,17.0,195000.0,Senior,Software & IT
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0,Regular,Software & IT
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0,Regular,Software & IT
27.0,Male,Bachelor's,Front end Developer,2.0,65000.0,Regular,Software & IT
43.0,Female,PhD,Project Engineer,14.0,190000.0,Senior,Software & IT
34.0,Male,Master's,Back end Developer,8.0,140000.0,Regular,Software & IT
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
33.0,Female,Master's,Data Analyst,7.0,95000.0,Regular,Data & Analytics
22.0,Male,Bachelor's,Front End Developer,1.0,50000.0,Regular,Software & IT
44.0,Male,PhD,Data Scientist,15.0,180000.0,Senior,Data & Analytics
29.0,Female,Bachelor's,Software Developer,3.0,65000.0,Regular,Software & IT
31.0,Male,Master's,Product Manager,6.0,120000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
38.0,Male,Bachelor's,Data Scientist,10.0,150000.0,Regular,Data & Analytics
27.0,Male,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
46.0,Female,PhD,Data Science,20.0,220000.0,Director,Data & Analytics
33.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
32.0,Male,Master's,Product Manager,7.0,110000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
41.0,Female,PhD,Data Science,16.0,200000.0,Director,Data & Analytics
34.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
32.0,Male,Master's,Product Manager,7.0,110000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
41.0,Female,PhD,Data Science,16.0,200000.0,Director,Data & Analytics
34.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
32.0,Male,Master's,Product Manager,7.0,110000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
41.0,Female,PhD,Data Science,16.0,200000.0,Director,Data & Analytics
34.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
32.0,Male,Master's,Product Manager,7.0,110000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
41.0,Female,PhD,Data Science,16.0,200000.0,Director,Data & Analytics
34.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
32.0,Male,Master's,Product Manager,7.0,110000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
41.0,Female,PhD,Data Science,16.0,200000.0,Director,Data & Analytics
34.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
32.0,Male,Master's,Product Manager,7.0,110000.0,Regular,Management
25.0,Female,Master's,Software Engineer,2.0,60000.0,Regular,Software & IT
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0,Regular,Data & Analytics
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0,Regular,Software & IT
41.0,Female,PhD,Data Science,16.0,200000.0,Director,Data & Analytics
34.0,Male,Master's,Data Analyst,8.0,100000.0,Regular,Data & Analytics
24.0,Female,Bachelor's,Software Developer,2.0,55000.0,Regular,Software & IT
36.0,Male,PhD,Data Scientist,12.0,170000.0,Senior,Data & Analytics
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0,Regular,Software & IT
29.0,Male,Bachelor's,Front End Developer,4.0,80000.0,Regular,Software & IT
42.0,Male,Master's,Product Manager,14.0,180000.0,Regular,Management
26.0,Male,Bachelor's,Software Developer,2.0,60000.0,Regular,Software & IT
35.0,Female,Master's,Data Analyst,9.0,120000.0,Regular,Data & Analytics
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0,Regular,Software & IT
48.0,Male,PhD,Data Science,18.0,210000.0,Director,Data & Analytics
34.0,Male,Master's,Data Scientist,9.0,140000.0,Regular,Data & Analytics
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0,Regular,Software & IT
34.0,Female,Bachelor's,Full Stack Engineer,8.0,122485.0,Regular,Software & IT
25.0,Male,PhD,Software Engineer Manager,12.0,169159.0,Regular,Software & IT
43.0,Male,Master's,Software Engineer,21.0,187081.0,Senior,Software & IT
53.0,Other,High School,Project Engineer,31.0,166109.0,Senior,Software & IT
27.0,Female,Master's,Front end Developer,5.0,78354.0,Regular,Software & IT
25.0,Male,Bachelor's,Back end Developer,2.0,90249.0,Regular,Software & IT
29.0,Female,Master's,Software Engineer,6.0,132720.0,Senior,Software & IT
52.0,Male,PhD,Software Engineer Manager,23.0,161568.0,Regular,Software & IT
41.0,Male,Master's,Front end Developer,13.0,127346.0,Regular,Software & IT
49.0,Female,Bachelor's,Back end Developer,19.0,120177.0,Regular,Software & IT
25.0,Other,High School,Full Stack Engineer,2.0,69032.0,Regular,Software & IT
35.0,Male,Master's,Project Engineer,8.0,101332.0,Senior,Software & IT
57.0,Female,PhD,Full Stack Engineer,30.0,121450.0,Regular,Software & IT
35.0,Female,Bachelor's,Project Engineer,12.0,166375.0,Senior,Software & IT
43.0,Male,Master's,Software Engineer,21.0,185119.0,Senior,Software & IT
37.0,Female,Bachelor's,Full Stack Engineer,10.0,149217.0,Regular,Software & IT
50.0,Male,Master's,Software Engineer Manager,21.0,166512.0,Regular,Software & IT
52.0,Female,Master's,Software Engineer,28.0,186963.0,Senior,Software & IT
26.0,Male,Bachelor's,Back end Developer,3.0,75072.0,Regular,Software & IT
34.0,Female,Master's,Full Stack Engineer,10.0,163398.0,Regular,Software & IT
30.0,Male,High School,Project Engineer,11.0,103947.0,Senior,Software & IT
60.0,Female,PhD,Software Engineer Manager,33.0,179180.0,Regular,Software & IT
50.0,Male,Bachelor's,Back end Developer,23.0,175966.0,Regular,Software & IT
58.0,Male,Master's,Software Engineer,27.0,190004.0,Senior,Software & IT
35.0,Female,Master's,Full Stack Engineer,10.0,152039.0,Regular,Software & IT
28.0,Male,Master's,Front end Developer,5.0,76742.0,Regular,Software & IT
57.0,Female,PhD,Software Engineer Manager,33.0,191790.0,Regular,Software & IT
46.0,Female,Bachelor's,Software Engineer,20.0,139398.0,Senior,Software & IT
